,EE,EE_pred,resid,resid_pct
2025-04-08 07:45:00,27.6889687,29.410940979862,-1.7219722798620012,-5.854869727021161
2025-04-08 08:00:00,27.87501,29.142419015132237,-1.2674090151322375,-4.3490178851458206
2025-04-08 08:15:00,28.0036736,29.51246157585941,-1.5087879758594127,-5.112375909346614
2025-04-08 08:30:00,29.9092884,31.085132222518236,-1.1758438225182353,-3.7826566543167144
2025-04-08 08:45:00,30.8414421,31.6656809214648,-0.8242388214648031,-2.6029404626069073
2025-04-08 09:00:00,31.0953026,31.625243175307887,-0.5299405753078865,-1.6756885389632337
2025-04-08 09:15:00,30.7747612,31.668467161587674,-0.8937059615876741,-2.822068895938533
2025-04-08 09:30:00,31.2083244,31.47413514318409,-0.26581074318409037,-0.8445370841004769
2025-04-08 09:45:00,30.7690716,31.642283642411055,-0.8732120424110548,-2.7596366061287174
2025-04-08 10:00:00,41.16449,43.2633851121653,-2.0988951121653017,-4.851435241887972
2025-04-08 10:15:00,41.02339,41.928790553718564,-0.9054005537185645,-2.1593767474847105
2025-04-08 10:30:00,38.79104,41.10414067186883,-2.313100671868824,-5.627415228879562
2025-04-08 10:45:00,40.3628349,40.93865856489502,-0.5758236648950188,-1.4065523519346301
2025-04-08 11:00:00,38.8136368,40.52728747698357,-1.713650676983569,-4.228387300671907
2025-04-08 11:15:00,38.0779343,39.57080750031368,-1.4928732003136744,-3.7726629670163807
2025-04-08 11:30:00,39.2197037,39.82369981767245,-0.6039961176724518,-1.516675046361258
2025-04-08 11:45:00,39.80573,40.21107493276543,-0.4053449327654306,-1.0080430166146614
2025-04-08 12:00:00,39.6735649,40.96656418266431,-1.2929992826643044,-3.156230717565177
2025-04-08 12:15:00,40.1678429,41.46963952298028,-1.3017966229802838,-3.1391558691000845
2025-04-08 12:30:00,40.6211433,41.99544024409301,-1.374296944093011,-3.272490861162759
2025-04-08 12:45:00,40.8012161,42.10214157604218,-1.3009254760421811,-3.089927085282665
2025-04-08 13:00:00,42.2729034,42.52101645783097,-0.24811305783097026,-0.5835068831833535
2025-04-08 13:15:00,40.21612,41.946083001565526,-1.7299630015655296,-4.124253989343805
2025-04-08 13:30:00,38.5130043,38.76389683661394,-0.2508925366139394,-0.6472324948944815
2025-04-08 13:45:00,36.73166,36.2540245210962,0.47763547890379954,1.3174688471506486
2025-04-08 14:00:00,37.7416344,37.9748633699933,-0.23322896999329856,-0.6141667126512684
2025-04-08 14:15:00,39.6010132,39.801705520846234,-0.20069232084623678,-0.5042304550017931
2025-04-08 14:30:00,40.3427124,42.50865611233146,-2.1659437123314547,-5.095300370371223
2025-04-08 14:45:00,43.0011063,42.66703096363416,0.3340753363658351,0.7829823843392647
2025-04-08 15:00:00,40.4408455,42.8300208698031,-2.389175369803098,-5.5782727191888055
2025-04-08 15:15:00,42.584198,43.125826792185286,-0.5416287921852856,-1.2559267438402657
2025-04-08 15:30:00,41.4465065,42.53478708833732,-1.0882805883373194,-2.5585659711359336
2025-04-08 15:45:00,42.0102654,43.088574320237534,-1.0783089202375322,-2.5025402609598055
2025-04-08 16:00:00,42.32017,42.92717153852164,-0.6070015385216436,-1.4140264004511396
